row_type,metric,method,n,mean,sd,median,q1,q3,iqr,v41_greater_wsi,baseline_greater_wsi,ties
method_summary,mean_pairwise_cosine_distance,baseline_tiatoolbox,9,0.5918825699223412,0.057795027234901195,0.5984374284744263,0.572644829750061,0.633393406867981,0.06074857711791992,,,
method_summary,mean_pairwise_cosine_distance,v4_1_medical_embedding_assisted,9,0.5514877835909525,0.057035315357659086,0.5604581236839294,0.5307692289352417,0.5755476355552673,0.044778406620025635,,,
paired_difference,mean_pairwise_cosine_distance,v4_1_minus_baseline,9,-0.04039478633138868,0.08517796026154643,-0.037979304790496826,-0.09975433349609375,-0.0019865036010742188,0.09776782989501953,2,7,0
method_summary,mean_nearest_neighbor_cosine_distance,baseline_tiatoolbox,9,0.38681336906221175,0.052963064894149696,0.3867703080177307,0.363480806350708,0.4340200424194336,0.07053923606872559,,,
method_summary,mean_nearest_neighbor_cosine_distance,v4_1_medical_embedding_assisted,9,0.3196363068289227,0.055559240008649376,0.3286284804344177,0.2937030792236328,0.35481590032577515,0.061112821102142334,,,
paired_difference,mean_nearest_neighbor_cosine_distance,v4_1_minus_baseline,9,-0.06717706223328908,0.05918116174108143,-0.04712879657745361,-0.11592656373977661,-0.031954407691955566,0.08397215604782104,1,8,0
